collection,item_id,datetime,cloud_percent,light_haze_percent,quality_category,collection_mode,location_description,sun_elevation,sun_azimuth,view_azimuth,off_nadir,gsd,bbox,centroid_lat,centroid_lon,asset_basic_beta_udm,asset_basic_radiance_hdf5,asset_basic_sr_hdf5,asset_geolocation_array,asset_ortho_beta_udm,asset_ortho_ql_ch4,asset_ortho_radiance_hdf5,asset_ortho_sr_hdf5,asset_ortho_visual,asset_ql_ch4_json,asset_recent_monthly_mosaic,asset_thumbnail
coastal-water-bodies,20250311_061550_53_4001,2025-03-11T06:15:50.531984Z,0,0,standard,standard_sensitivity,"Vagra Taluka, Bharuch, Gujarat, India",60.2,146.7,222.9,3.3,32.88,"[72.52601201182728, 21.748814618723884, 72.75563624889065, 21.962014968245693]",21.85541479348479,72.64082413035896,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250311_061550_53_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250311_061550_53_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250311_061550_53_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250311_061550_53_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250311_061550_53_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250311_061550_53_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250311_061550_53_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250311_061550_53_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250311_061550_53_4001_thumb.png
coastal-water-bodies,20250406_170447_47_4001,2025-04-06T17:04:47.473612Z,28,0,standard,standard_sensitivity,"Cantón Isabela, Galápagos, Ecuador",72.8,65.5,245.5,8.5,32.58,"[-91.49026800468444, -0.4447639449135988, -91.27025274466112, -0.20261043210188864]",-0.3236871885077437,-91.38026037467279,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250406_170447_47_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250406_170447_47_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250406_170447_47_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250406_170447_47_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250406_170447_47_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250406_170447_47_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250406_170447_47_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250406_170447_47_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250406_170447_47_4001_thumb.png
coastal-water-bodies,20250411_163421_16_4001,2025-04-11T16:34:21.163402Z,17,0,standard,standard_sensitivity,"Qikiqtaaluk Region, Nunavut, Canada",32.2,181.6,24.4,4.3,33.29,"[-67.28425291635293, 66.21612233391994, -66.66713554355412, 66.47846850878915]",66.34729542135454,-66.97569422995352,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250411_163421_16_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250411_163421_16_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250411_163421_16_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250411_163421_16_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250411_163421_16_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250411_163421_16_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250411_163421_16_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250411_163421_16_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250411_163421_16_4001_thumb.png
coastal-water-bodies,20250419_173128_87_4001,2025-04-19T17:31:28.870339Z,0,99,standard,standard_sensitivity,"Qikiqtaaluk Region, Nunavut, Canada",45.3,174.1,88.8,2.8,33.15,"[-87.56537814371967, 55.93863795212564, -87.16967005876353, 56.15055236062911]",56.044595156377376,-87.3675241012416,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250419_173128_87_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250419_173128_87_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250419_173128_87_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250419_173128_87_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250419_173128_87_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250419_173128_87_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250419_173128_87_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250419_173128_87_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250419_173128_87_4001_thumb.png
coastal-water-bodies,20250423_193451_57_4001,2025-04-23T19:34:51.575584Z,1,0,standard,standard_sensitivity,"Portland, Multnomah County, Oregon, United States",56.5,165.0,96.3,13.3,33.79,"[-122.76819693192827, 45.40673977536642, -122.43464386819207, 45.6390137210567]",45.52287674821156,-122.60142040006016,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250423_193451_57_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250423_193451_57_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250423_193451_57_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250423_193451_57_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250423_193451_57_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250423_193451_57_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250423_193451_57_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250423_193451_57_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250423_193451_57_4001_thumb.png
coastal-water-bodies,20250430_101724_87_4001,2025-04-30T10:17:24.870339Z,2,0,standard,standard_sensitivity,"Massafra, Taranto, Apulia, 74016, Italy",63.5,163.0,189.9,27.8,33.65,"[16.99557744300894, 40.469410119509135, 17.309731355940727, 40.68053607525974]",40.57497309738444,17.152654399474834,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250430_101724_87_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250430_101724_87_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250430_101724_87_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250430_101724_87_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250430_101724_87_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250430_101724_87_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250430_101724_87_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250430_101724_87_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250430_101724_87_4001_thumb.png
coastal-water-bodies,20250503_020525_16_4001,2025-05-03T02:05:25.165094Z,0,0,standard,standard_sensitivity,"Hekinan, Aichi Prefecture, 447-0027, Japan",68.5,150.3,100.2,22.7,35.75,"[136.8192004364177, 34.77734881435356, 137.1154208494391, 34.96284648404972]",34.87009764920164,136.9673106429284,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250503_020525_16_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250503_020525_16_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250503_020525_16_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250503_020525_16_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250503_020525_16_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250503_020525_16_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250503_020525_16_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250503_020525_16_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250503_020525_16_4001_thumb.png
coastal-water-bodies,20250504_025815_32_4001,2025-05-04T02:58:15.321891Z,0,0,standard,standard_sensitivity,"Gwan-ri, Taean-gun, South Chungcheong, 32103, South Korea",67.9,158.4,229.6,1.3,32.64,"[126.19281898075803, 36.792246448782855, 126.45283936308134, 36.972190272557974]",36.882218360670414,126.3228291719197,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250504_025815_32_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250504_025815_32_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250504_025815_32_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250504_025815_32_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250504_025815_32_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250504_025815_32_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250504_025815_32_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250504_025815_32_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250504_025815_32_4001_thumb.png
coastal-water-bodies,20250510_112042_16_4001,2025-05-10T11:20:42.165094Z,0,8,standard,standard_sensitivity,"Ringkøbing-Skjern Municipality, Central Denmark Region, Denmark",51.5,178.9,295.6,13.6,34.13,"[7.997740757183325, 56.15220365744295, 8.405910856438574, 56.345874664333316]",56.24903916088813,8.20182580681095,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250510_112042_16_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250510_112042_16_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250510_112042_16_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250510_112042_16_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250510_112042_16_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250510_112042_16_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250510_112042_16_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250510_112042_16_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250510_112042_16_4001_thumb.png
coastal-water-bodies,20250511_074311_00_4001,2025-05-11T07:43:11Z,51,0,standard,standard_sensitivity,"Tarif, Al Dhafrah Region, Abu Dhabi Emirate, United Arab Emirates",79.2,122.8,209.1,25.8,34.78,"[53.63200686177432, 23.990203106931855, 53.89428889725334, 24.192030163555803]",24.09111663524383,53.76314787951383,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250511_074311_00_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250511_074311_00_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250511_074311_00_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250511_074311_00_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250511_074311_00_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250511_074311_00_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250511_074311_00_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250511_074311_00_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250511_074311_00_4001_thumb.png
coastal-water-bodies,20250514_193937_64_4001,2025-05-14T19:39:37.641960Z,1,29,standard,standard_sensitivity,"Albany, Alameda County, California, United States",70.1,161.7,292.1,14.0,33.13,"[-122.44823541841015, 37.77660397256651, -122.15591119743321, 38.012250199128566]",37.89442708584754,-122.30207330792169,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250514_193937_64_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250514_193937_64_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250514_193937_64_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250514_193937_64_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250514_193937_64_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250514_193937_64_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250514_193937_64_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250514_193937_64_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250514_193937_64_4001_thumb.png
coastal-water-bodies,20250516_132954_74_4001,2025-05-16T13:29:54.740678Z,0,0,standard,standard_sensitivity,Offshore Greenland,33.1,191.9,124.9,20.4,35.77,"[-13.405720172273035, 75.80715114914175, -12.285382180335944, 76.06218747985285]",75.9346693144973,-12.84555117630449,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250516_132954_74_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250516_132954_74_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250516_132954_74_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250516_132954_74_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250516_132954_74_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250516_132954_74_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250516_132954_74_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250516_132954_74_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250516_132954_74_4001_thumb.png
coastal-water-bodies,20250516_164837_16_4001,2025-05-16T16:48:37.165094Z,3,3,standard,standard_sensitivity,"Jacksonville, Duval County, Florida, United States",76.5,143.3,285.8,7.3,32.85,"[-81.69369938031545, 30.259070621905575, -81.45079750932877, 30.439677039738726]",30.349373830822152,-81.57224844482211,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_beta_udm/20250516_164837_16_4001_basic_beta_udm.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_radiance_hdf5/20250516_164837_16_4001_basic_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/basic_sr_hdf5/20250516_164837_16_4001_basic_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/geolocation_array/20250516_164837_16_4001_geolocation_array.tif,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_beta_udm/20250516_164837_16_4001_ortho_beta_udm.tif,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_radiance_hdf5/20250516_164837_16_4001_ortho_radiance_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_sr_hdf5/20250516_164837_16_4001_ortho_sr_hdf5.h5,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/ortho_visual/20250516_164837_16_4001_ortho_visual.tif,,,https://storage.googleapis.com/open-cogs/planet-stac/tanager1-release2-core-imagery/thumbnail/20250516_164837_16_4001_thumb.png
